% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.841	1	1	85	2	2	28	1095	0
0.842	1	2	85	3	1	28	1095	0
0.842	1	1	85	3	2	28	1095	0
0.843	1	2	85	4	1	28	1095	0
0.843	1	1	85	4	2	28	1095	0
0.844	1	2	85	5	1	28	1095	0
0.844	1	1	85	5	2	28	1095	0
0.845	1	2	85	6	1	28	1095	0
0.845	1	1	85	6	2	28	1095	0
0.846	1	2	85	7	1	28	1095	0
0.846	1	1	85	7	2	28	1095	0
0.847	1	2	85	8	1	28	1095	0
0.847	1	1	85	8	2	28	1095	0
0.848	1	2	85	9	1	28	1095	0
0.848	1	1	85	9	2	28	1095	0
0.849	1	2	85	10	1	28	1095	0
0.849	1	1	85	10	2	28	1095	0
0.85	1	2	86	1	1	28	1095	0
0.85	1	1	86	1	2	28	1095	0
0.851	1	2	86	2	1	28	1095	0
0.851	1	1	86	2	2	28	1095	0
0.852	1	2	86	3	1	28	1095	0
0.852	1	1	86	3	2	28	1095	0
0.853	1	2	86	4	1	28	1095	0
0.853	1	1	86	4	2	28	1095	0
0.854	1	2	86	5	1	28	1095	0
0.854	1	1	86	5	2	28	1095	0
0.855	1	2	86	6	1	28	1095	0
0.855	1	1	86	6	2	28	1095	0
0.856	1	2	86	7	1	28	1095	0
0.856	1	1	86	7	2	28	1095	0
0.857	1	2	86	8	1	28	1095	0
0.857	1	1	86	8	2	28	1095	0
0.858	1	2	86	9	1	28	1095	0
0.858	1	1	86	9	2	28	1095	0
0.859	1	2	86	10	1	28	1095	0
0.859	1	1	86	10	2	28	1095	0
0.86	1	2	87	1	1	28	1095	0
0.86	1	1	87	1	2	28	1095	0
0.861	1	2	87	2	1	28	1095	0
0.861	1	1	87	2	2	28	1095	0
0.862	1	2	87	3	1	28	1095	0
0.862	1	1	87	3	2	28	1095	0
0.863	1	2	87	4	1	28	1095	0
0.863	1	1	87	4	2	28	1095	0
0.864	1	2	87	5	1	28	1095	0
0.864	1	1	87	5	2	28	1095	0
0.865	1	2	87	6	1	28	1095	0
0.865	1	1	87	6	2	28	1095	0
0.866	1	2	87	7	1	28	1095	0
0.866	1	1	87	7	2	28	1095	0
0.867	1	2	87	8	1	28	1095	0
0.867	1	1	87	8	2	28	1095	0
0.868	1	2	87	9	1	28	1095	0
0.868	1	1	87	9	2	28	1095	0
0.869	1	2	87	10	1	28	1095	0
0.869	1	1	87	10	2	28	1095	0
0.87	1	2	88	1	1	28	1095	0
0.87	1	1	88	1	2	28	1095	0
0.871	1	2	88	2	1	28	1095	0
0.871	1	1	88	2	2	28	1095	0
0.872	1	2	88	3	1	28	1095	0
0.872	1	1	88	3	2	28	1095	0
0.873	1	2	88	4	1	28	1095	0
0.873	1	1	88	4	2	28	1095	0
0.874	1	2	88	5	1	28	1095	0
0.874	1	1	88	5	2	28	1095	0
0.875	1	2	88	6	1	28	1095	0
0.875	1	1	88	6	2	28	1095	0
0.876	1	2	88	7	1	28	1095	0
0.876	1	1	88	7	2	28	1095	0
0.877	1	2	88	8	1	28	1095	0
0.877	1	1	88	8	2	28	1095	0
0.878	1	2	88	9	1	28	1095	0
0.878	1	1	88	9	2	28	1095	0
0.879	1	2	88	10	1	28	1095	0
0.879	1	1	88	10	2	28	1095	0
0.88	1	2	89	1	1	28	1095	0
0.88	1	1	89	1	2	28	1095	0
0.881	1	2	89	2	1	28	1095	0
0.881	1	1	89	2	2	28	1095	0
0.882	1	2	89	3	1	28	1095	0
0.882	1	1	89	3	2	28	1095	0
0.883	1	2	89	4	1	28	1095	0
0.883	1	1	89	4	2	28	1095	0
0.884	1	2	89	5	1	28	1095	0
0.884	1	1	89	5	2	28	1095	0
0.885	1	2	89	6	1	28	1095	0
0.885	1	1	89	6	2	28	1095	0
0.886	1	2	89	7	1	28	1095	0
0.886	1	1	89	7	2	28	1095	0
0.887	1	2	89	8	1	28	1095	0
0.887	1	1	89	8	2	28	1095	0
0.888	1	2	89	9	1	28	1095	0
0.888	1	1	89	9	2	28	1095	0
0.889	1	2	89	10	1	28	1095	0
0.889	1	1	89	10	2	28	1095	0
0.89	1	2	90	1	1	28	1095	0
0.89	1	1	90	1	2	28	1095	0
0.891	1	2	90	2	1	28	1095	0
0.891	1	1	90	2	2	28	1095	0
0.892	1	2	90	3	1	28	1095	0
0.892	1	1	90	3	2	28	1095	0
0.893	1	2	90	4	1	28	1095	0
0.893	1	1	90	4	2	28	1095	0
0.894	1	2	90	5	1	28	1095	0
0.894	1	1	90	5	2	28	1095	0
0.895	1	2	90	6	1	28	1095	0
0.895	1	1	90	6	2	28	1095	0
0.896	1	2	90	7	1	28	1095	0
0.896	1	1	90	7	2	28	1095	0
0.897	1	2	90	8	1	28	1095	0
0.897	1	1	90	8	2	28	1095	0
0.898	1	2	90	9	1	28	1095	0
0.898	1	1	90	9	2	28	1095	0
0.899	1	2	90	10	1	28	1095	0
0.899	1	1	90	10	2	28	1095	0
0.9	1	2	91	1	1	28	1095	0
0.9	1	1	91	1	2	28	1095	0
0.901	1	2	91	2	1	28	1095	0
0.901	1	1	91	2	2	28	1095	0
0.902	1	2	91	3	1	28	1095	0
0.902	1	1	91	3	2	28	1095	0
0.903	1	2	91	4	1	28	1095	0
0.903	1	1	91	4	2	28	1095	0
0.904	1	2	91	5	1	28	1095	0
0.904	1	1	91	5	2	28	1095	0
0.905	1	2	91	6	1	28	1095	0
0.905	1	1	91	6	2	28	1095	0
0.906	1	2	91	7	1	28	1095	0
0.906	1	1	91	7	2	28	1095	0
0.907	1	2	91	8	1	28	1095	0
0.907	1	1	91	8	2	28	1095	0
0.908	1	2	91	9	1	28	1095	0
0.908	1	1	91	9	2	28	1095	0
0.909	1	2	91	10	1	28	1095	0
0.909	1	1	91	10	2	28	1095	0
0.91	1	2	92	1	1	28	1095	0
0.91	1	1	92	1	2	28	1095	0
0.911	1	2	92	2	1	28	1095	0
0.911	1	1	92	2	2	28	1095	0
0.912	1	2	92	3	1	28	1095	0
0.912	1	1	92	3	2	28	1095	0
0.913	1	2	92	4	1	28	1095	0
0.913	1	1	92	4	2	28	1095	0
0.914	1	2	92	5	1	28	1095	0
0.914	1	1	92	5	2	28	1095	0
0.915	1	2	92	6	1	28	1095	0
0.915	1	1	92	6	2	28	1095	0
0.916	1	2	92	7	1	28	1095	0
0.916	1	1	92	7	2	28	1095	0
0.917	1	2	92	8	1	28	1095	0
0.917	1	1	92	8	2	28	1095	0
0.918	1	2	92	9	1	28	1095	0
0.918	1	1	92	9	2	28	1095	0
0.919	1	2	92	10	1	28	1095	0
0.919	1	1	92	10	2	28	1095	0
0.92	1	2	93	1	1	28	1095	0
0.92	1	1	93	1	2	28	1095	0
0.921	1	2	93	2	1	28	1095	0
0.921	1	1	93	2	2	28	1095	0
0.922	1	2	93	3	1	28	1095	0
0.922	1	1	93	3	2	28	1095	0
0.923	1	2	93	4	1	28	1095	0
0.923	1	1	93	4	2	28	1095	0
0.924	1	2	93	5	1	28	1095	0
0.924	1	1	93	5	2	28	1095	0
0.925	1	2	93	6	1	28	1095	0
0.925	1	1	93	6	2	28	1095	0
0.926	1	2	93	7	1	28	1095	0
0.926	1	1	93	7	2	28	1095	0
0.927	1	2	93	8	1	28	1095	0
0.927	1	1	93	8	2	28	1095	0
0.928	1	2	93	9	1	28	1095	0
0.928	1	1	93	9	2	28	1095	0
0.929	1	2	93	10	1	28	1095	0
0.929	1	1	93	10	2	28	1095	0
0.93	1	2	94	1	1	28	1095	0
0.93	1	1	94	1	2	28	1095	0
0.931	1	2	94	2	1	28	1095	0
0.931	1	1	94	2	2	28	1095	0
0.932	1	2	94	3	1	28	1095	0
0.932	1	1	94	3	2	28	1095	0
0.933	1	2	94	4	1	28	1095	0
0.933	1	1	94	4	2	28	1095	0
0.934	1	2	94	5	1	28	1095	0
0.934	1	1	94	5	2	28	1095	0
0.935	1	2	94	6	1	28	1095	0
0.935	1	1	94	6	2	28	1095	0
0.936	1	2	94	7	1	28	1095	0
0.936	1	1	94	7	2	28	1095	0
0.937	1	2	94	8	1	28	1095	0
0.937	1	1	94	8	2	28	1095	0
0.938	1	2	94	9	1	28	1095	0
0.938	1	1	94	9	2	28	1095	0
0.939	1	2	94	10	1	28	1095	0
0.939	1	1	94	10	2	28	1095	0
0.94	1	2	95	1	1	28	1095	0
0.94	1	1	95	1	2	28	1095	0
0.941	1	2	95	2	1	28	1095	0
0.941	1	1	95	2	2	28	1095	0
0.942	1	2	95	3	1	28	1095	0
0.942	1	1	95	3	2	28	1095	0
0.943	1	2	95	4	1	28	1095	0
0.943	1	1	95	4	2	28	1095	0
0.944	1	2	95	5	1	28	1095	0
0.944	1	1	95	5	2	28	1095	0
0.945	1	2	95	6	1	28	1095	0
0.945	1	1	95	6	2	28	1095	0
0.946	1	2	95	7	1	28	1095	0
0.946	1	1	95	7	2	28	1095	0
0.947	1	2	95	8	1	28	1095	0
0.947	1	1	95	8	2	28	1095	0
0.948	1	2	95	9	1	28	1095	0
0.948	1	1	95	9	2	28	1095	0
0.949	1	2	95	10	1	28	1095	0
0.949	1	1	95	10	2	28	1095	0
0.95	1	2	96	1	1	28	1095	0
0.95	1	1	96	1	2	28	1095	0
0.951	1	2	96	2	1	28	1095	0
0.951	1	1	96	2	2	28	1095	0
0.952	1	2	96	3	1	28	1095	0
0.952	1	1	96	3	2	28	1095	0
0.953	1	2	96	4	1	28	1095	0
0.953	1	1	96	4	2	28	1095	0
0.954	1	2	96	5	1	28	1095	0
0.954	1	1	96	5	2	28	1095	0
0.955	1	2	96	6	1	28	1095	0
0.955	1	1	96	6	2	28	1095	0
0.956	1	2	96	7	1	28	1095	0
0.956	1	1	96	7	2	28	1095	0
0.957	1	2	96	8	1	28	1095	0
0.957	1	1	96	8	2	28	1095	0
0.958	1	2	96	9	1	28	1095	0
0.958	1	1	96	9	2	28	1095	0
0.959	1	2	96	10	1	28	1095	0
0.959	1	1	96	10	2	28	1095	0
0.96	1	2	97	1	1	28	1095	0
0.96	1	1	97	1	2	28	1095	0
0.961	1	2	97	2	1	28	1095	0
0.961	1	1	97	2	2	28	1095	0
0.962	1	2	97	3	1	28	1095	0
0.962	1	1	97	3	2	28	1095	0
0.963	1	2	97	4	1	28	1095	0
0.963	1	1	97	4	2	28	1095	0
0.964	1	2	97	5	1	28	1095	0
0.964	1	1	97	5	2	28	1095	0
0.965	1	2	97	6	1	28	1095	0
0.965	1	1	97	6	2	28	1095	0
0.966	1	2	97	7	1	28	1095	0
0.966	1	1	97	7	2	28	1095	0
0.967	1	2	97	8	1	28	1095	0
0.967	1	1	97	8	2	28	1095	0
0.968	1	2	97	9	1	28	1095	0
0.968	1	1	97	9	2	28	1095	0
0.969	1	2	97	10	1	28	1095	0
0.969	1	1	97	10	2	28	1095	0
0.97	1	2	98	1	1	28	1095	0
0.97	1	1	98	1	2	28	1095	0
0.971	1	2	98	2	1	28	1095	0
0.971	1	1	98	2	2	28	1095	0
0.972	1	2	98	3	1	28	1095	0
0.972	1	1	98	3	2	28	1095	0
0.973	1	2	98	4	1	28	1095	0
0.973	1	1	98	4	2	28	1095	0
0.974	1	2	98	5	1	28	1095	0
0.974	1	1	98	5	2	28	1095	0
0.975	1	2	98	6	1	28	1095	0
0.975	1	1	98	6	2	28	1095	0
0.976	1	2	98	7	1	28	1095	0
0.976	1	1	98	7	2	28	1095	0
0.977	1	2	98	8	1	28	1095	0
0.977	1	1	98	8	2	28	1095	0
0.978	1	2	98	9	1	28	1095	0
0.978	1	1	98	9	2	28	1095	0
0.979	1	2	98	10	1	28	1095	0
0.979	1	1	98	10	2	28	1095	0
0.98	1	2	99	1	1	28	1095	0
0.98	1	1	99	1	2	28	1095	0
0.981	1	2	99	2	1	28	1095	0
0.981	1	1	99	2	2	28	1095	0
0.982	1	2	99	3	1	28	1095	0
0.982	1	1	99	3	2	28	1095	0
0.983	1	2	99	4	1	28	1095	0
0.983	1	1	99	4	2	28	1095	0
0.984	1	2	99	5	1	28	1095	0
0.984	1	1	99	5	2	28	1095	0
0.985	1	2	99	6	1	28	1095	0
0.985	1	1	99	6	2	28	1095	0
0.994	1	2	100	5	1	28	1095	0
0.994	1	1	100	5	2	28	1095	0
0.995	1	2	100	6	1	28	1095	0
0.995	1	1	100	6	2	28	1095	0
0.996	1	2	100	7	1	28	1095	0
0.996	1	1	100	7	2	28	1095	0
0.997	1	2	100	8	1	28	1095	0
0.997	1	1	100	8	2	28	1095	0
0.998	1	2	100	9	1	28	1095	0
0.998	1	1	100	9	2	28	1095	0
0.999	1	2	100	10	1	28	1095	0
0.999	1	1	100	10	2	28	1095	0
1	1	2	101	1	1	28	1095	0
1	1	1	101	1	2	28	1095	0
1.001	1	2	101	2	1	28	1095	0
1.001	1	1	101	2	2	28	1095	0
1.002	1	2	101	3	1	28	1095	0
1.002	1	1	101	3	2	28	1095	0
1.003	1	2	101	4	1	28	1095	0
1.003	1	1	101	4	2	28	1095	0
1.004	1	2	101	5	1	28	1095	0
1.004	1	1	101	5	2	28	1095	0
1.005	1	2	101	6	1	28	1095	0
1.005	1	1	101	6	2	28	1095	0
1.006	1	2	101	7	1	28	1095	0
1.006	1	1	101	7	2	28	1095	0
1.007	1	2	101	8	1	28	1095	0
1.007	1	1	101	8	2	28	1095	0
1.008	1	2	101	9	1	28	1095	0
1.008	1	1	101	9	2	28	1095	0
1.009	1	2	101	10	1	28	1095	0
1.009	1	1	101	10	2	28	1095	0
1.01	1	2	102	1	1	28	1095	0
1.01	1	1	102	1	2	28	1095	0
1.011	1	2	102	2	1	28	1095	0
1.011	1	1	102	2	2	28	1095	0
1.012	1	2	102	3	1	28	1095	0
1.012	1	1	102	3	2	28	1095	0
1.013	1	2	102	4	1	28	1095	0
1.013	1	1	102	4	2	28	1095	0
1.014	1	2	102	5	1	28	1095	0
1.014	1	1	102	5	2	28	1095	0
1.015	1	2	102	6	1	28	1095	0
1.015	1	1	102	6	2	28	1095	0
1.016	1	2	102	7	1	28	1095	0
1.016	1	1	102	7	2	28	1095	0
1.017	1	2	102	8	1	28	1095	0
1.017	1	1	102	8	2	28	1095	0
1.018	1	2	102	9	1	28	1095	0
1.018	1	1	102	9	2	28	1095	0
1.019	1	2	102	10	1	28	1095	0
1.019	1	1	102	10	2	28	1095	0
1.02	1	2	103	1	1	28	1095	0
1.02	1	1	103	1	2	28	1095	0
1.021	1	2	103	2	1	28	1095	0
1.021	1	1	103	2	2	28	1095	0
1.022	1	2	103	3	1	28	1095	0
1.022	1	1	103	3	2	28	1095	0
1.023	1	2	103	4	1	28	1095	0
1.023	1	1	103	4	2	28	1095	0
1.024	1	2	103	5	1	28	1095	0
1.024	1	1	103	5	2	28	1095	0
1.025	1	2	103	6	1	28	1095	0
1.025	1	1	103	6	2	28	1095	0
1.026	1	2	103	7	1	28	1095	0
1.026	1	1	103	7	2	28	1095	0
1.027	1	2	103	8	1	28	1095	0
1.027	1	1	103	8	2	28	1095	0
1.028	1	2	103	9	1	28	1095	0
1.028	1	1	103	9	2	28	1095	0
1.029	1	2	103	10	1	28	1095	0
1.029	1	1	103	10	2	28	1095	0
1.03	1	2	104	1	1	28	1095	0
1.03	1	1	104	1	2	28	1095	0
1.031	1	2	104	2	1	28	1095	0
1.031	1	1	104	2	2	28	1095	0
1.032	1	2	104	3	1	28	1095	0
1.032	1	1	104	3	2	28	1095	0
1.033	1	2	104	4	1	28	1095	0
1.033	1	1	104	4	2	28	1095	0
1.034	1	2	104	5	1	28	1095	0
1.034	1	1	104	5	2	28	1095	0
1.035	1	2	104	6	1	28	1095	0
1.035	1	1	104	6	2	28	1095	0
1.036	1	2	104	7	1	28	1095	0
1.036	1	1	104	7	2	28	1095	0
1.037	1	2	104	8	1	28	1095	0
1.037	1	1	104	8	2	28	1095	0
1.038	1	2	104	9	1	28	1095	0
1.038	1	1	104	9	2	28	1095	0
1.039	1	2	104	10	1	28	1095	0
1.039	1	1	104	10	2	28	1095	0
1.04	1	2	105	1	1	28	1095	0
1.04	1	1	105	1	2	28	1095	0
1.041	1	2	105	2	1	28	1095	0
1.041	1	1	105	2	2	28	1095	0
1.042	1	2	105	3	1	28	1095	0
1.042	1	1	105	3	2	28	1095	0
1.043	1	2	105	4	1	28	1095	0
1.043	1	1	105	4	2	28	1095	0
1.044	1	2	105	5	1	28	1095	0
1.044	1	1	105	5	2	28	1095	0
1.045	1	2	105	6	1	28	1095	0
1.045	1	1	105	6	2	28	1095	0
1.046	1	2	105	7	1	28	1095	0
1.046	1	1	105	7	2	28	1095	0
1.047	1	2	105	8	1	28	1095	0
1.047	1	1	105	8	2	28	1095	0
1.048	1	2	105	9	1	28	1095	0
1.048	1	1	105	9	2	28	1095	0
1.049	1	2	105	10	1	28	1095	0
1.049	1	1	105	10	2	28	1095	0
1.05	1	2	106	1	1	28	1095	0
1.05	1	1	106	1	2	28	1095	0
1.051	1	2	106	2	1	28	1095	0
1.051	1	1	106	2	2	28	1095	0
1.052	1	2	106	3	1	28	1095	0
1.052	1	1	106	3	2	28	1095	0
1.053	1	2	106	4	1	28	1095	0
1.053	1	1	106	4	2	28	1095	0
1.054	1	2	106	5	1	28	1095	0
1.054	1	1	106	5	2	28	1095	0
1.055	1	2	106	6	1	28	1095	0
1.055	1	1	106	6	2	28	1095	0
1.056	1	2	106	7	1	28	1095	0
1.056	1	1	106	7	2	28	1095	0
1.057	1	2	106	8	1	28	1095	0
1.057	1	1	106	8	2	28	1095	0
1.058	1	2	106	9	1	28	1095	0
1.058	1	1	106	9	2	28	1095	0
1.059	1	2	106	10	1	28	1095	0
1.059	1	1	106	10	2	28	1095	0
1.06	1	2	107	1	1	28	1095	0
1.06	1	1	107	1	2	28	1095	0
1.061	1	2	107	2	1	28	1095	0
1.061	1	1	107	2	2	28	1095	0
1.062	1	2	107	3	1	28	1095	0
1.062	1	1	107	3	2	28	1095	0
1.063	1	2	107	4	1	28	1095	0
1.063	1	1	107	4	2	28	1095	0
1.064	1	2	107	5	1	28	1095	0
1.064	1	1	107	5	2	28	1095	0
1.065	1	2	107	6	1	28	1095	0
1.065	1	1	107	6	2	28	1095	0
1.066	1	2	107	7	1	28	1095	0
1.066	1	1	107	7	2	28	1095	0
1.067	1	2	107	8	1	28	1095	0
1.067	1	1	107	8	2	28	1095	0
1.068	1	2	107	9	1	28	1095	0
1.068	1	1	107	9	2	28	1095	0
1.069	1	2	107	10	1	28	1095	0
1.069	1	1	107	10	2	28	1095	0
1.07	1	2	108	1	1	28	1095	0
1.07	1	1	108	1	2	28	1095	0
1.071	1	2	108	2	1	28	1095	0
1.071	1	1	108	2	2	28	1095	0
1.072	1	2	108	3	1	28	1095	0
1.072	1	1	108	3	2	28	1095	0
1.073	1	2	108	4	1	28	1095	0
1.073	1	1	108	4	2	28	1095	0
1.074	1	2	108	5	1	28	1095	0
1.074	1	1	108	5	2	28	1095	0
1.075	1	2	108	6	1	28	1095	0
1.075	1	1	108	6	2	28	1095	0
1.076	1	2	108	7	1	28	1095	0
1.076	1	1	108	7	2	28	1095	0
1.077	1	2	108	8	1	28	1095	0
1.077	1	1	108	8	2	28	1095	0
1.078	1	2	108	9	1	28	1095	0
1.078	1	1	108	9	2	28	1095	0
1.079	1	2	108	10	1	28	1095	0
1.079	1	1	108	10	2	28	1095	0
1.08	1	2	109	1	1	28	1095	0
1.08	1	1	109	1	2	28	1095	0
1.081	1	2	109	2	1	28	1095	0
1.081	1	1	109	2	2	28	1095	0
1.082	1	2	109	3	1	28	1095	0
1.082	1	1	109	3	2	28	1095	0
1.083	1	2	109	4	1	28	1095	0
1.083	1	1	109	4	2	28	1095	0
1.084	1	2	109	5	1	28	1095	0
1.084	1	1	109	5	2	28	1095	0
1.085	1	2	109	6	1	28	1095	0
1.085	1	1	109	6	2	28	1095	0
1.086	1	2	109	7	1	28	1095	0
1.086	1	1	109	7	2	28	1095	0
1.087	1	2	109	8	1	28	1095	0
1.087	1	1	109	8	2	28	1095	0
1.088	1	2	109	9	1	28	1095	0
1.088	1	1	109	9	2	28	1095	0
1.089	1	2	109	10	1	28	1095	0
1.089	1	1	109	10	2	28	1095	0
1.09	1	2	110	1	1	28	1095	0
1.09	1	1	110	1	2	28	1095	0
1.091	1	2	110	2	1	28	1095	0
1.091	1	1	110	2	2	28	1095	0
1.092	1	2	110	3	1	28	1095	0
1.092	1	1	110	3	2	28	1095	0
1.093	1	2	110	4	1	28	1095	0
1.093	1	1	110	4	2	28	1095	0
1.094	1	2	110	5	1	28	1095	0
1.094	1	1	110	5	2	28	1095	0
1.095	1	2	110	6	1	28	1095	0
1.095	1	1	110	6	2	28	1095	0
1.096	1	2	110	7	1	28	1095	0
1.096	1	1	110	7	2	28	1095	0
1.097	1	2	110	8	1	28	1095	0
1.097	1	1	110	8	2	28	1095	0
1.098	1	2	110	9	1	28	1095	0
1.098	1	1	110	9	2	28	1095	0
1.099	1	2	110	10	1	28	1095	0
1.099	1	1	110	10	2	28	1095	0
